Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (ordered locus)	Pathway	RefSeq	KEGG	Gene Ontology (biological process)	Gene Ontology (molecular function)	Gene Ontology (cellular component)
Q7TU24	IF3_PROMP	Translation initiation factor IF-3	infC PMM1636	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	190	PMM1636		WP_011133263.1	pmm:PMM1636;		translation initiation factor activity [GO:0003743]	cytoplasm [GO:0005737]
Q7TU27	RS19_PROMP	30S ribosomal protein S19	rpsS rps19 PMM1554	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	91	PMM1554		WP_011133182.1	pmm:PMM1554;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]
Q7TU28	RS17_PROMP	30S ribosomal protein S17	rpsQ rps17 PMM1549	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	88	PMM1549		WP_011133177.1	pmm:PMM1549;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU29	RL14_PROMP	50S ribosomal protein L14	rplN rpl14 PMM1548	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	121	PMM1548		WP_011133176.1	pmm:PMM1548;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	large ribosomal subunit [GO:0015934]
Q7TU30	RL36_PROMP	50S ribosomal protein L36	rpmJ rpl36 PMM1538	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	38	PMM1538		WP_011133166.1	pmm:PMM1538;	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU35	Q7TU35_PROMP	Prephenate dehydratase (PDT) (EC 4.2.1.51)	pheA PMM1504	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	281	PMM1504	"PATHWAY: Amino-acid biosynthesis; L-phenylalanine biosynthesis; phenylpyruvate from prephenate: step 1/1. {ECO:0000256|ARBA:ARBA00004741, ECO:0000256|RuleBase:RU361254}."	WP_011133132.1	pmm:PMM1504;	L-phenylalanine biosynthetic process [GO:0009094]	chorismate mutase activity [GO:0004106]; prephenate dehydratase activity [GO:0004664]	
Q7TU38	RS20_PROMP	30S ribosomal protein S20	rpsT rps20 PMM1487	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	97	PMM1487		WP_011133115.1	pmm:PMM1487;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU42	ATPE_PROMP	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC PMM1439	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	134	PMM1439		WP_011133068.1	pmm:PMM1439;		"ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]"	"plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]"
Q7TU43	CH10_PROMP	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	groES groS PMM1437	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	103	PMM1437		WP_011133066.1	pmm:PMM1437;		ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	cytoplasm [GO:0005737]
Q7TU56	PRMA_PROMP	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA PMM1353	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	300	PMM1353		WP_011132987.1	pmm:PMM1353;		protein methyltransferase activity [GO:0008276]	cytoplasm [GO:0005737]
Q7TU59	Q7TU59_PROMP	Heme chaperone HemW	PMM1311	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	408	PMM1311			pmm:PMM1311;	porphyrin-containing compound biosynthetic process [GO:0006779]	"4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]"	cytoplasm [GO:0005737]
Q7TU61	Q7TU61_PROMP	Cell division protein FtsZ	ftsZ PMM1309	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	371	PMM1309		WP_011132943.1	pmm:PMM1309;	division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	cell division site [GO:0032153]; cytoplasm [GO:0005737]
Q7TU62	Q7TU62_PROMP	"Putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase (EC 6.3.2.12, EC 6.3.2.17)"	folC PMM1302	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	410	PMM1302		WP_011132936.1	pmm:PMM1302;		ATP binding [GO:0005524]; dihydrofolate synthase activity [GO:0008841]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]	
Q7TU64	TRPC_PROMP	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	trpC PMM1297	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	295	PMM1297	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 4/5. {ECO:0000255|HAMAP-Rule:MF_00134}.	WP_011132931.1	pmm:PMM1297;	tryptophan biosynthetic process [GO:0000162]	indole-3-glycerol-phosphate synthase activity [GO:0004425]	
Q7TU65	RS16_PROMP	30S ribosomal protein S16	rpsP rps16 PMM1285	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	114	PMM1285		WP_011132919.1	pmm:PMM1285;	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU67	RS14_PROMP	30S ribosomal protein S14	rpsN rps14 PMM1190	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	100	PMM1190		WP_011132824.1	pmm:PMM1190;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU77	Q7TU77_PROMP	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	PMM1085	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	285	PMM1085	PATHWAY: Phospholipid metabolism; CDP-diacylglycerol biosynthesis; CDP-diacylglycerol from sn-glycerol 3-phosphate: step 3/3. {ECO:0000256|RuleBase:RU003938}.	WP_011132718.1	pmm:PMM1085;	CDP-diacylglycerol biosynthetic process [GO:0016024]	phosphatidate cytidylyltransferase activity [GO:0004605]	membrane [GO:0016020]
Q7TU82	Q7TU82_PROMP	Mg-protoporphyrin IX chelatase (EC 6.6.1.1)	chlI PMM1055	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	362	PMM1055	PATHWAY: Porphyrin-containing compound metabolism; chlorophyll biosynthesis. {ECO:0000256|RuleBase:RU362087}.	WP_011132688.1	pmm:PMM1055;	chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]	ATP binding [GO:0005524]; magnesium chelatase activity [GO:0016851]	
Q7TU88	RS21_PROMP	30S ribosomal protein S21	rpsU rps21 PMM0987	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	58	PMM0987		WP_002806486.1	pmm:PMM0987;	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU90	TRPD_PROMP	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD PMM0952	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	343	PMM0952	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 2/5. {ECO:0000255|HAMAP-Rule:MF_00211}.	WP_011132585.1	pmm:PMM0952;	tryptophan biosynthetic process [GO:0000162]	anthranilate phosphoribosyltransferase activity [GO:0004048]; magnesium ion binding [GO:0000287]	
Q7TU92	RS15_PROMP	30S ribosomal protein S15	rpsO rps15 PMM0943	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	89	PMM0943		WP_011132576.1	pmm:PMM0943;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TU94	PSB28_PROMP	Photosystem II reaction center Psb28 protein (Photosystem II 13 kDa protein) (Photosystem II reaction center W protein)	psb28 PMM0926	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	117	PMM0926		WP_011132559.1	pmm:PMM0926;	photosynthesis [GO:0015979]		photosystem II oxygen evolving complex [GO:0009654]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7TU96	HISZ_PROMP	ATP phosphoribosyltransferase regulatory subunit	hisZ PMM0900	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	383	PMM0900	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/9.	WP_011132533.1	pmm:PMM0900;	histidine biosynthetic process [GO:0000105]		cytoplasm [GO:0005737]
Q7TU99	RL33_PROMP	50S ribosomal protein L33	rpmG rpl33 PMM0870	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	64	PMM0870		WP_011132503.1	pmm:PMM0870;	translation [GO:0006412]	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TUA0	RS18_PROMP	30S ribosomal protein S18	rpsR rps18 PMM0869	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	73	PMM0869		WP_002806014.1	pmm:PMM0869;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7TUA3	FMT_PROMP	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt PMM0841	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	328	PMM0841		WP_011132475.1	pmm:PMM0841;		methionyl-tRNA formyltransferase activity [GO:0004479]	
Q7TUA7	HIS4_PROMP	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	hisA PMM0796	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	255	PMM0796	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 4/9. {ECO:0000255|HAMAP-Rule:MF_01014}.	WP_011132430.1	pmm:PMM0796;	histidine biosynthetic process [GO:0000105]	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]	cytoplasm [GO:0005737]
Q7TUA9	EFTS_PROMP	Elongation factor Ts (EF-Ts)	tsf PMM0754	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	218	PMM0754		WP_011132388.1	pmm:PMM0754;		translation elongation factor activity [GO:0003746]	cytoplasm [GO:0005737]
Q7TUC2	Q7TUC2_PROMP	lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	gloA PMM0653	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	129	PMM0653	PATHWAY: Secondary metabolite metabolism; methylglyoxal degradation; (R)-lactate from methylglyoxal: step 1/2. {ECO:0000256|ARBA:ARBA00005008}.	WP_011132287.1	pmm:PMM0653;		lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872]	
Q7TUC3	Q7TUC3_PROMP	Putative O-Acetyl homoserine sulfhydrylase (EC 2.5.1.49)	cysD PMM0642	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	442	PMM0642		WP_011132276.1	pmm:PMM0642;	transsulfuration [GO:0019346]	O-acetylhomoserine aminocarboxypropyltransferase activity [GO:0003961]; pyridoxal phosphate binding [GO:0030170]	
Q7TUC6	Q7TUC6_PROMP	Putative NADH Dehydrogenase (Complex I) subunit (Chain 4) (EC 1.6.5.3)	ndhD PMM0594	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	494	PMM0594			pmm:PMM0594;	ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	membrane [GO:0016020]
Q7TUC8	TRPA_PROMP	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA PMM0572	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	279	PMM0572	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 5/5. {ECO:0000255|HAMAP-Rule:MF_00131}.	WP_011132206.1	pmm:PMM0572;		tryptophan synthase activity [GO:0004834]	
Q7TUD0	Q7TUD0_PROMP	Photosystem II lipoprotein Psb27 (Photosystem II 11 kDa protein)	psb27 PMM0507	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	145	PMM0507		WP_011132142.1	pmm:PMM0507;	photosystem II assembly [GO:0010207]; photosystem II repair [GO:0010206]		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; thylakoid lumen [GO:0031977]
Q7TUD5	Q7TUD5_PROMP	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	trmH PMM0422	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	223	PMM0422		WP_011132058.1	pmm:PMM0422;	tRNA guanine ribose methylation [GO:0002938]	tRNA (guanosine-2'-O-)-methyltransferase activity [GO:0009020]; tRNA (uracil-2'-O-)-methyltransferase activity [GO:0052665]; tRNA binding [GO:0000049]	
Q7TUD6	Q7TUD6_PROMP	Putative Cystathionine gamma-synthase (EC 2.5.1.48)	metB PMM0409	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	387	PMM0409		WP_011132045.1	pmm:PMM0409;	transsulfuration [GO:0019346]	cystathionine gamma-synthase activity [GO:0003962]; cystathionine gamma-synthase activity (acts on O-phosphohomoserine) [GO:0102028]; pyridoxal phosphate binding [GO:0030170]	
Q7TUD8	Q7TUD8_PROMP	DNA repair protein RecO (Recombination protein O)	recO PMM0398	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	259	PMM0398		WP_011132034.1	pmm:PMM0398;	DNA recombination [GO:0006310]; DNA repair [GO:0006281]		
Q7TUE0	Q7TUE0_PROMP	PRECORRIN-2 C20-METHYLTRANSFERASE (EC 2.1.1.130)	cbiL cobI PMM0389	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	251	PMM0389	PATHWAY: Cofactor biosynthesis; adenosylcobalamin biosynthesis. {ECO:0000256|ARBA:ARBA00004953}.	WP_011132025.1	pmm:PMM0389;	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]	precorrin-2 C20-methyltransferase activity [GO:0030788]	
Q7TUE6	Q7TUE6_PROMP	Proline iminopeptidase (PIP) (EC 3.4.11.5) (Prolyl aminopeptidase)	PMM0356	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	315	PMM0356		WP_011131993.1	pmm:PMM0356;	proteolysis [GO:0006508]	aminopeptidase activity [GO:0004177]	cytoplasm [GO:0005737]
Q7TUF3	PETD_PROMP	Cytochrome b6-f complex subunit 4 (17 kDa polypeptide)	petD PMM0326	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	160	PMM0326		WP_011131963.1	pmm:PMM0326;	photosynthetic electron transport chain [GO:0009767]	"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity [GO:0045158]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]"	plasma membrane-derived thylakoid membrane [GO:0031676]
Q7TUF5	PSBM_PROMP	Photosystem II reaction center protein M (PSII-M)	psbM PMM0317	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	50	PMM0317		WP_011131954.1	pmm:PMM0317;	"photosynthesis, light reaction [GO:0019684]"		photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]
Q7TUF9	Q7TUF9_PROMP	Mg-protoporphyrin IX chelatase (EC 6.6.1.1)	chlD PMM0288	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	720	PMM0288	PATHWAY: Porphyrin-containing compound metabolism; chlorophyll biosynthesis. {ECO:0000256|RuleBase:RU362087}.		pmm:PMM0288;	chlorophyll biosynthetic process [GO:0015995]; photosynthesis [GO:0015979]	ATP binding [GO:0005524]; magnesium chelatase activity [GO:0016851]	
Q7TUG5	Q7TUG5_PROMP	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	PMM0234	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	165	PMM0234			pmm:PMM0234;	base-excision repair [GO:0006284]	alkylbase DNA N-glycosylase activity [GO:0003905]; DNA binding [GO:0003677]	
Q7TUG8	Q7TUG8_PROMP	nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	nadC PMM0188	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	288	PMM0188	PATHWAY: Cofactor biosynthesis; NAD(+) biosynthesis; nicotinate D-ribonucleotide from quinolinate: step 1/1. {ECO:0000256|ARBA:ARBA00004893}.	WP_011131827.1	pmm:PMM0188;	NAD biosynthetic process [GO:0009435]	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]	
Q7TUH0	TRPB_PROMP	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB PMM0164	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	414	PMM0164	PATHWAY: Amino-acid biosynthesis; L-tryptophan biosynthesis; L-tryptophan from chorismate: step 5/5. {ECO:0000255|HAMAP-Rule:MF_00133}.	WP_011131803.1	pmm:PMM0164;		tryptophan synthase activity [GO:0004834]	
Q7TUH2	Q7TUH2_PROMP	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-)	ndhG PMM0158	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	199	PMM0158		WP_011131797.1	pmm:PMM0158;		NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	plasma membrane [GO:0005886]
Q7TUH4	Q7TUH4_PROMP	Putative NADH Dehydrogenase (Complex I) subunit (Chain 5) (EC 1.6.5.3)	ndhF PMM0149	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	670	PMM0149		WP_011131788.1	pmm:PMM0149;	ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]	membrane [GO:0016020]
Q7TUH9	Q7TUH9_PROMP	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	"accB,fabE PMM0027"	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	168	PMM0027	"PATHWAY: Lipid metabolism; fatty acid biosynthesis. {ECO:0000256|ARBA:ARBA00005194, ECO:0000256|RuleBase:RU364072}."	WP_011131665.1	pmm:PMM0027;	fatty acid biosynthetic process [GO:0006633]	acetyl-CoA carboxylase activity [GO:0003989]	acetyl-CoA carboxylase complex [GO:0009317]
Q7TUI0	Q7TUI0_PROMP	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	gap2 PMM0023	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	340	PMM0023		WP_011131661.1	pmm:PMM0023;	glucose metabolic process [GO:0006006]	"NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]"	
Q7TUI1	ARLY_PROMP	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	argH PMM0012	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	459	PMM0012	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 3/3. {ECO:0000255|HAMAP-Rule:MF_00006}.	WP_011131650.1	pmm:PMM0012;	arginine biosynthetic process via ornithine [GO:0042450]	argininosuccinate lyase activity [GO:0004056]	cytoplasm [GO:0005737]
Q7UZF6	Q7UZF6_PROMP	sucrose-phosphate synthase (EC 2.4.1.14)	sps PMM1711	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	468	PMM1711			pmm:PMM1711;	sucrose biosynthetic process [GO:0005986]	sucrose synthase activity [GO:0016157]; sucrose-phosphate synthase activity [GO:0046524]	
Q7UZG0	ASSY_PROMP	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG PMM1707	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	404	PMM1707	PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 2/3. {ECO:0000255|HAMAP-Rule:MF_00005}.	WP_011133334.1	pmm:PMM1707;	arginine biosynthetic process [GO:0006526]	argininosuccinate synthase activity [GO:0004055]; ATP binding [GO:0005524]	cytoplasm [GO:0005737]
Q7UZG1	RS6_PROMP	30S ribosomal protein S6	rpsF rps6 PMM1706	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	154	PMM1706		WP_011133333.1	pmm:PMM1706;	translation [GO:0006412]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]
Q7UZG3	DNAK2_PROMP	Chaperone protein dnaK2 (HSP70-2) (Heat shock 70 kDa protein 2) (Heat shock protein 70-2)	dnaK2 PMM1704	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	634	PMM1704		WP_011133331.1	pmm:PMM1704;		ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]	
